Scope	Level 1	Level 2	Level 3	Level 4	Column Text	UOM	GHG/Unit	GHG Conversion Factor 2022
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by market segment)	Dual purpose 4X4		Diesel	miles	kg CO2e	0.08005
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by market segment)	Dual purpose 4X4		Petrol	miles	kg CO2e	0.09776
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by market segment)	Dual purpose 4X4		Unknown	miles	kg CO2e	0.08474
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by market segment)	Dual purpose 4X4		Plug-in Hybrid Electric Vehicle	miles	kg CO2e	0.04719
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by market segment)	Dual purpose 4X4		Battery Electric Vehicle	miles	kg CO2e	0.02857
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by market segment)	MPV		Diesel	km	kg CO2e	0.04266
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by market segment)	MPV		Petrol	km	kg CO2e	0.05462
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by market segment)	MPV		Unknown	km	kg CO2e	0.04585
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by market segment)	MPV		Plug-in Hybrid Electric Vehicle	km	kg CO2e	0.02385
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by market segment)	MPV		Battery Electric Vehicle	km	kg CO2e	0.01799
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by market segment)	MPV		Diesel	miles	kg CO2e	0.06866
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by market segment)	MPV		Petrol	miles	kg CO2e	0.08790
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by market segment)	MPV		Unknown	miles	kg CO2e	0.07379
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by market segment)	MPV		Plug-in Hybrid Electric Vehicle	miles	kg CO2e	0.03840
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by market segment)	MPV		Battery Electric Vehicle	miles	kg CO2e	0.02895
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Small car		Diesel	km	kg CO2e	0.03344
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Small car		Petrol	km	kg CO2e	0.04186
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Small car		Hybrid	km	kg CO2e	0.02808
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Small car		CNG	km	kg CO2e	
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Small car		LPG	km	kg CO2e	
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Small car		Unknown	km	kg CO2e	0.03904
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Small car		Plug-in Hybrid Electric Vehicle	km	kg CO2e	0.01493
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Small car		Battery Electric Vehicle	km	kg CO2e	0.01189
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Small car		Diesel	miles	kg CO2e	0.05381
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Small car		Petrol	miles	kg CO2e	0.06737
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Small car		Hybrid	miles	kg CO2e	0.04519
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Small car		CNG	miles	kg CO2e	
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Small car		LPG	miles	kg CO2e	
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Small car		Unknown	miles	kg CO2e	0.06283
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Small car		Plug-in Hybrid Electric Vehicle	miles	kg CO2e	0.02403
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Small car		Battery Electric Vehicle	miles	kg CO2e	0.01914
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Medium car		Diesel	km	kg CO2e	0.04018
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Medium car		Petrol	km	kg CO2e	0.05266
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Medium car		Hybrid	km	kg CO2e	0.02857
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Medium car		CNG	km	kg CO2e	0.03350
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Medium car		LPG	km	kg CO2e	0.02114
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Medium car		Unknown	km	kg CO2e	0.04599
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Medium car		Plug-in Hybrid Electric Vehicle	km	kg CO2e	0.02498
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Medium car		Battery Electric Vehicle	km	kg CO2e	0.01368
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Medium car		Diesel	miles	kg CO2e	0.06467
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Medium car		Petrol	miles	kg CO2e	0.08475
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Medium car		Hybrid	miles	kg CO2e	0.04597
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Medium car		CNG	miles	kg CO2e	0.05392
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Medium car		LPG	miles	kg CO2e	0.03402
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Medium car		Unknown	miles	kg CO2e	0.07402
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Medium car		Plug-in Hybrid Electric Vehicle	miles	kg CO2e	0.04021
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Medium car		Battery Electric Vehicle	miles	kg CO2e	0.02202
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Large car		Diesel	km	kg CO2e	0.05059
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Large car		Petrol	km	kg CO2e	0.07833
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Large car		Hybrid	km	kg CO2e	0.03864
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Large car		CNG	km	kg CO2e	0.05020
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Large car		LPG	km	kg CO2e	0.03144
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Large car		Unknown	km	kg CO2e	0.05783
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Large car		Plug-in Hybrid Electric Vehicle	km	kg CO2e	0.02875
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Large car		Battery Electric Vehicle	km	kg CO2e	0.01580
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Large car		Diesel	miles	kg CO2e	0.08142
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Large car		Petrol	miles	kg CO2e	0.12606
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Large car		Hybrid	miles	kg CO2e	0.06219
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Large car		CNG	miles	kg CO2e	0.08078
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Large car		LPG	miles	kg CO2e	0.05060
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Large car		Unknown	miles	kg CO2e	0.09307
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Large car		Plug-in Hybrid Electric Vehicle	miles	kg CO2e	0.04627
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Large car		Battery Electric Vehicle	miles	kg CO2e	0.02542
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Average car		Diesel	km	kg CO2e	0.04104
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Average car		Petrol	km	kg CO2e	0.04885
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Average car		Hybrid	km	kg CO2e	0.03132
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Average car		CNG	km	kg CO2e	0.03718
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Average car		LPG	km	kg CO2e	0.02339
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Average car		Unknown	km	kg CO2e	0.04508
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Average car		Plug-in Hybrid Electric Vehicle	km	kg CO2e	0.02657
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Average car		Battery Electric Vehicle	km	kg CO2e	0.01426
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Average car		Diesel	miles	kg CO2e	0.06604
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Average car		Petrol	miles	kg CO2e	0.07862
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Average car		Hybrid	miles	kg CO2e	0.05040
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Average car		CNG	miles	kg CO2e	0.05984
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Average car		LPG	miles	kg CO2e	0.03764
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Average car		Unknown	miles	kg CO2e	0.07255
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Average car		Plug-in Hybrid Electric Vehicle	miles	kg CO2e	0.04276
Scope 3	WTT- pass vehs & travel (land)	WTT- cars (by size)	Average car		Battery Electric Vehicle	miles	kg CO2e	0.02295
Scope 3	WTT- pass vehs & travel (land)	WTT- motorbike	Small			km	kg CO2e	0.02277
Scope 3	WTT- pass vehs & travel (land)	WTT- motorbike	Small			miles	kg CO2e	0.03665
Scope 3	WTT- pass vehs & travel (land)	WTT- motorbike	Medium			km	kg CO2e	0.02765
Scope 3	WTT- pass vehs & travel (land)	WTT- motorbike	Medium			miles	kg CO2e	0.04449
Scope 3	WTT- pass vehs & travel (land)	WTT- motorbike	Large			km	kg CO2e	0.03678
Scope 3	WTT- pass vehs & travel (land)	WTT- motorbike	Large			miles	kg CO2e	0.05919
Scope 3	WTT- pass vehs & travel (land)	WTT- motorbike	Average			km	kg CO2e	0.03134
Scope 3	WTT- pass vehs & travel (land)	WTT- motorbike	Average			miles	kg CO2e	0.05043
Scope 3	WTT- pass vehs & travel (land)	WTT- taxis	Regular taxi			passenger.km	kg CO2e	0.03632
Scope 3	WTT- pass vehs & travel (land)	WTT- taxis	Regular taxi			km	kg CO2e	0.05085
Scope 3	WTT- pass vehs & travel (land)	WTT- taxis	Black cab			passenger.km	kg CO2e	0.05000
Scope 3	WTT- pass vehs & travel (land)	WTT- taxis	Black cab			km	kg CO2e	0.07500
Scope 3	WTT- pass vehs & travel (land)	WTT- bus	Local bus (not London)			passenger.km	kg CO2e	0.02868
Scope 3	WTT- pass vehs & travel (land)	WTT- bus	Local London bus			passenger.km	kg CO2e	0.01885
Scope 3	WTT- pass vehs & travel (land)	WTT- bus	Average local bus			passenger.km	kg CO2e	0.02494
Scope 3	WTT- pass vehs & travel (land)	WTT- bus	Coach			passenger.km	kg CO2e	0.00646
Scope 3	WTT- pass vehs & travel (land)	WTT- rail	National rail			passenger.km	kg CO2e	0.00892
Scope 3	WTT- pass vehs & travel (land)	WTT- rail	International rail			passenger.km	kg CO2e	0.00116
Scope 3	WTT- pass vehs & travel (land)	WTT- rail	Light rail and tram			passenger.km	kg CO2e	0.00745
Scope 3	WTT- pass vehs & travel (land)	WTT- rail	London Underground			passenger.km	kg CO2e	0.00724
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Diesel	tonne.km	kg CO2e	0.78936
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Diesel	tonne.km	kg CO2e of CO2	0.77900
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Diesel	tonne.km	kg CO2e of CH4	0.00002
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Diesel	tonne.km	kg CO2e of N2O	0.01034
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Petrol	tonne.km	kg CO2e	1.10666
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Petrol	tonne.km	kg CO2e of CO2	1.10274
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Petrol	tonne.km	kg CO2e of CH4	0.00128
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Petrol	tonne.km	kg CO2e of N2O	0.00264
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		CNG	tonne.km	kg CO2e	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		CNG	tonne.km	kg CO2e of CO2	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		CNG	tonne.km	kg CO2e of CH4	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		CNG	tonne.km	kg CO2e of N2O	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		LPG	tonne.km	kg CO2e	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		LPG	tonne.km	kg CO2e of CO2	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		LPG	tonne.km	kg CO2e of CH4	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		LPG	tonne.km	kg CO2e of N2O	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Unknown	tonne.km	kg CO2e	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Unknown	tonne.km	kg CO2e of CO2	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Unknown	tonne.km	kg CO2e of CH4	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Unknown	tonne.km	kg CO2e of N2O	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Plug-in Hybrid Electric Vehicle	tonne.km	kg CO2e	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Plug-in Hybrid Electric Vehicle	tonne.km	kg CO2e of CO2	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Plug-in Hybrid Electric Vehicle	tonne.km	kg CO2e of CH4	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Plug-in Hybrid Electric Vehicle	tonne.km	kg CO2e of N2O	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Battery Electric Vehicle	tonne.km	kg CO2e	0.17148
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Battery Electric Vehicle	tonne.km	kg CO2e of CO2	0.16957
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Battery Electric Vehicle	tonne.km	kg CO2e of CH4	0.00070
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Battery Electric Vehicle	tonne.km	kg CO2e of N2O	0.00121
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Diesel	km	kg CO2e	0.14189
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Diesel	km	kg CO2e of CO2	0.14003
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Diesel	km	kg CO2e of CH4	0.00000
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Diesel	km	kg CO2e of N2O	0.00186
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Petrol	km	kg CO2e	0.19687
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Petrol	km	kg CO2e of CO2	0.19614
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Petrol	km	kg CO2e of CH4	0.00024
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Petrol	km	kg CO2e of N2O	0.00049
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		CNG	km	kg CO2e	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		CNG	km	kg CO2e of CO2	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		CNG	km	kg CO2e of CH4	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		CNG	km	kg CO2e of N2O	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		LPG	km	kg CO2e	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		LPG	km	kg CO2e of CO2	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		LPG	km	kg CO2e of CH4	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		LPG	km	kg CO2e of N2O	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Unknown	km	kg CO2e	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Unknown	km	kg CO2e of CO2	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Unknown	km	kg CO2e of CH4	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Unknown	km	kg CO2e of N2O	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Plug-in Hybrid Electric Vehicle	km	kg CO2e	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Plug-in Hybrid Electric Vehicle	km	kg CO2e of CO2	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Plug-in Hybrid Electric Vehicle	km	kg CO2e of CH4	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Plug-in Hybrid Electric Vehicle	km	kg CO2e of N2O	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Battery Electric Vehicle	km	kg CO2e	0.03612
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Battery Electric Vehicle	km	kg CO2e of CO2	0.03572
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Battery Electric Vehicle	km	kg CO2e of CH4	0.00015
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Battery Electric Vehicle	km	kg CO2e of N2O	0.00025
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Diesel	miles	kg CO2e	0.22836
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Diesel	miles	kg CO2e of CO2	0.22535
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Diesel	miles	kg CO2e of CH4	0.00001
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Diesel	miles	kg CO2e of N2O	0.00300
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Petrol	miles	kg CO2e	0.31683
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Petrol	miles	kg CO2e of CO2	0.31566
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Petrol	miles	kg CO2e of CH4	0.00038
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Petrol	miles	kg CO2e of N2O	0.00079
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		CNG	miles	kg CO2e	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		CNG	miles	kg CO2e of CO2	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		CNG	miles	kg CO2e of CH4	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		CNG	miles	kg CO2e of N2O	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		LPG	miles	kg CO2e	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		LPG	miles	kg CO2e of CO2	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		LPG	miles	kg CO2e of CH4	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		LPG	miles	kg CO2e of N2O	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Unknown	miles	kg CO2e	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Unknown	miles	kg CO2e of CO2	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Unknown	miles	kg CO2e of CH4	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Unknown	miles	kg CO2e of N2O	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Plug-in Hybrid Electric Vehicle	miles	kg CO2e	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Plug-in Hybrid Electric Vehicle	miles	kg CO2e of CO2	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Plug-in Hybrid Electric Vehicle	miles	kg CO2e of CH4	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Plug-in Hybrid Electric Vehicle	miles	kg CO2e of N2O	
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Battery Electric Vehicle	miles	kg CO2e	0.05814
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Battery Electric Vehicle	miles	kg CO2e of CO2	0.05749
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Battery Electric Vehicle	miles	kg CO2e of CH4	0.00024
Scope 3	Freighting goods	Vans	Class I (up to 1.305 tonnes)		Battery Electric Vehicle	miles	kg CO2e of N2O	0.00041
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Diesel	tonne.km	kg CO2e	0.59878
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Diesel	tonne.km	kg CO2e of CO2	0.59238
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Diesel	tonne.km	kg CO2e of CH4	0.00001
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Diesel	tonne.km	kg CO2e of N2O	0.00639
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Petrol	tonne.km	kg CO2e	0.76353
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Petrol	tonne.km	kg CO2e of CO2	0.76087
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Petrol	tonne.km	kg CO2e of CH4	0.00087
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Petrol	tonne.km	kg CO2e of N2O	0.00179
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		CNG	tonne.km	kg CO2e	
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		CNG	tonne.km	kg CO2e of CO2	
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		CNG	tonne.km	kg CO2e of CH4	
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		CNG	tonne.km	kg CO2e of N2O	
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		LPG	tonne.km	kg CO2e	
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		LPG	tonne.km	kg CO2e of CO2	
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		LPG	tonne.km	kg CO2e of CH4	
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		LPG	tonne.km	kg CO2e of N2O	
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Unknown	tonne.km	kg CO2e	
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Unknown	tonne.km	kg CO2e of CO2	
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Unknown	tonne.km	kg CO2e of CH4	
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Unknown	tonne.km	kg CO2e of N2O	
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Plug-in Hybrid Electric Vehicle	tonne.km	kg CO2e	
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Plug-in Hybrid Electric Vehicle	tonne.km	kg CO2e of CO2	
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Plug-in Hybrid Electric Vehicle	tonne.km	kg CO2e of CH4	
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Plug-in Hybrid Electric Vehicle	tonne.km	kg CO2e of N2O	
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Battery Electric Vehicle	tonne.km	kg CO2e	0.24940
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Battery Electric Vehicle	tonne.km	kg CO2e of CO2	0.24690
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Battery Electric Vehicle	tonne.km	kg CO2e of CH4	0.00092
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Battery Electric Vehicle	tonne.km	kg CO2e of N2O	0.00158
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Diesel	km	kg CO2e	0.17513
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Diesel	km	kg CO2e of CO2	0.17327
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Diesel	km	kg CO2e of CH4	0.00000
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Diesel	km	kg CO2e of N2O	0.00186
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Petrol	km	kg CO2e	0.20461
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Petrol	km	kg CO2e of CO2	0.20388
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Petrol	km	kg CO2e of CH4	0.00024
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Petrol	km	kg CO2e of N2O	0.00049
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		CNG	km	kg CO2e	
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		CNG	km	kg CO2e of CO2	
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		CNG	km	kg CO2e of CH4	
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		CNG	km	kg CO2e of N2O	
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		LPG	km	kg CO2e	
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		LPG	km	kg CO2e of CO2	
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		LPG	km	kg CO2e of CH4	
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		LPG	km	kg CO2e of N2O	
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Unknown	km	kg CO2e	
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Unknown	km	kg CO2e of CO2	
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Unknown	km	kg CO2e of CH4	
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Unknown	km	kg CO2e of N2O	
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Plug-in Hybrid Electric Vehicle	km	kg CO2e	
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Plug-in Hybrid Electric Vehicle	km	kg CO2e of CO2	
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Plug-in Hybrid Electric Vehicle	km	kg CO2e of CH4	
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Plug-in Hybrid Electric Vehicle	km	kg CO2e of N2O	
Scope 3	Freighting goods	Vans	Class II (1.305 to 1.74 tonnes)		Battery Electric Vehicle	km	kg CO2e	0.05640
