Scope	Level 1	Level 2	Level 3	Level 4	Column Text	UOM	GHG/Unit	GHG Conversion Factor 2022
Scope 1	Passenger vehicles	Cars (by market segment)	Luxury		Unknown	km	kg CO2e	0.26458
Scope 1	Passenger vehicles	Cars (by market segment)	Luxury		Unknown	km	kg CO2e of CO2	0.26327
Scope 1	Passenger vehicles	Cars (by market segment)	Luxury		Unknown	km	kg CO2e of CH4	0.00015
Scope 1	Passenger vehicles	Cars (by market segment)	Luxury		Unknown	km	kg CO2e of N2O	0.00116
Scope 1	Passenger vehicles	Cars (by market segment)	Luxury		Plug-in Hybrid Electric Vehicle	km	kg CO2e	0.09200
Scope 1	Passenger vehicles	Cars (by market segment)	Luxury		Plug-in Hybrid Electric Vehicle	km	kg CO2e of CO2	0.09141
Scope 1	Passenger vehicles	Cars (by market segment)	Luxury		Plug-in Hybrid Electric Vehicle	km	kg CO2e of CH4	0.00031
Scope 1	Passenger vehicles	Cars (by market segment)	Luxury		Plug-in Hybrid Electric Vehicle	km	kg CO2e of N2O	0.00028
Scope 1	Passenger vehicles	Cars (by market segment)	Luxury		Battery Electric Vehicle	km	kg CO2e	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	Luxury		Battery Electric Vehicle	km	kg CO2e of CO2	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	Luxury		Battery Electric Vehicle	km	kg CO2e of CH4	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	Luxury		Battery Electric Vehicle	km	kg CO2e of N2O	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	Luxury		Diesel	miles	kg CO2e	0.34189
Scope 1	Passenger vehicles	Cars (by market segment)	Luxury		Diesel	miles	kg CO2e of CO2	0.33885
Scope 1	Passenger vehicles	Cars (by market segment)	Luxury		Diesel	miles	kg CO2e of CH4	0.00001
Scope 1	Passenger vehicles	Cars (by market segment)	Luxury		Diesel	miles	kg CO2e of N2O	0.00303
Scope 1	Passenger vehicles	Cars (by market segment)	Luxury		Petrol	miles	kg CO2e	0.52638
Scope 1	Passenger vehicles	Cars (by market segment)	Luxury		Petrol	miles	kg CO2e of CO2	0.52529
Scope 1	Passenger vehicles	Cars (by market segment)	Luxury		Petrol	miles	kg CO2e of CH4	0.00051
Scope 1	Passenger vehicles	Cars (by market segment)	Luxury		Petrol	miles	kg CO2e of N2O	0.00058
Scope 1	Passenger vehicles	Cars (by market segment)	Luxury		Unknown	miles	kg CO2e	0.42581
Scope 1	Passenger vehicles	Cars (by market segment)	Luxury		Unknown	miles	kg CO2e of CO2	0.42369
Scope 1	Passenger vehicles	Cars (by market segment)	Luxury		Unknown	miles	kg CO2e of CH4	0.00025
Scope 1	Passenger vehicles	Cars (by market segment)	Luxury		Unknown	miles	kg CO2e of N2O	0.00187
Scope 1	Passenger vehicles	Cars (by market segment)	Luxury		Plug-in Hybrid Electric Vehicle	miles	kg CO2e	0.14806
Scope 1	Passenger vehicles	Cars (by market segment)	Luxury		Plug-in Hybrid Electric Vehicle	miles	kg CO2e of CO2	0.14712
Scope 1	Passenger vehicles	Cars (by market segment)	Luxury		Plug-in Hybrid Electric Vehicle	miles	kg CO2e of CH4	0.00049
Scope 1	Passenger vehicles	Cars (by market segment)	Luxury		Plug-in Hybrid Electric Vehicle	miles	kg CO2e of N2O	0.00045
Scope 1	Passenger vehicles	Cars (by market segment)	Luxury		Battery Electric Vehicle	miles	kg CO2e	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	Luxury		Battery Electric Vehicle	miles	kg CO2e of CO2	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	Luxury		Battery Electric Vehicle	miles	kg CO2e of CH4	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	Luxury		Battery Electric Vehicle	miles	kg CO2e of N2O	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Diesel	km	kg CO2e	0.17041
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Diesel	km	kg CO2e of CO2	0.16853
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Diesel	km	kg CO2e of CH4	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Diesel	km	kg CO2e of N2O	0.00188
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Petrol	km	kg CO2e	0.24145
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Petrol	km	kg CO2e of CO2	0.24077
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Petrol	km	kg CO2e of CH4	0.00032
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Petrol	km	kg CO2e of N2O	0.00036
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Unknown	km	kg CO2e	0.23006
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Unknown	km	kg CO2e of CO2	0.22919
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Unknown	km	kg CO2e of CH4	0.00027
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Unknown	km	kg CO2e of N2O	0.00060
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Plug-in Hybrid Electric Vehicle	km	kg CO2e	0.07674
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Plug-in Hybrid Electric Vehicle	km	kg CO2e of CO2	0.07626
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Plug-in Hybrid Electric Vehicle	km	kg CO2e of CH4	0.00025
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Plug-in Hybrid Electric Vehicle	km	kg CO2e of N2O	0.00023
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Battery Electric Vehicle	km	kg CO2e	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Battery Electric Vehicle	km	kg CO2e of CO2	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Battery Electric Vehicle	km	kg CO2e of CH4	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Battery Electric Vehicle	km	kg CO2e of N2O	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Diesel	miles	kg CO2e	0.27426
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Diesel	miles	kg CO2e of CO2	0.27122
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Diesel	miles	kg CO2e of CH4	0.00001
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Diesel	miles	kg CO2e of N2O	0.00303
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Petrol	miles	kg CO2e	0.38857
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Petrol	miles	kg CO2e of CO2	0.38748
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Petrol	miles	kg CO2e of CH4	0.00051
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Petrol	miles	kg CO2e of N2O	0.00058
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Unknown	miles	kg CO2e	0.37025
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Unknown	miles	kg CO2e of CO2	0.36885
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Unknown	miles	kg CO2e of CH4	0.00043
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Unknown	miles	kg CO2e of N2O	0.00097
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Plug-in Hybrid Electric Vehicle	miles	kg CO2e	0.12350
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Plug-in Hybrid Electric Vehicle	miles	kg CO2e of CO2	0.12273
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Plug-in Hybrid Electric Vehicle	miles	kg CO2e of CH4	0.00040
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Plug-in Hybrid Electric Vehicle	miles	kg CO2e of N2O	0.00037
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Battery Electric Vehicle	miles	kg CO2e	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Battery Electric Vehicle	miles	kg CO2e of CO2	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Battery Electric Vehicle	miles	kg CO2e of CH4	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	Sports		Battery Electric Vehicle	miles	kg CO2e of N2O	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Diesel	km	kg CO2e	0.20296
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Diesel	km	kg CO2e of CO2	0.20108
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Diesel	km	kg CO2e of CH4	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Diesel	km	kg CO2e of N2O	0.00188
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Petrol	km	kg CO2e	0.21060
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Petrol	km	kg CO2e of CO2	0.20992
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Petrol	km	kg CO2e of CH4	0.00032
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Petrol	km	kg CO2e of N2O	0.00036
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Unknown	km	kg CO2e	0.20518
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Unknown	km	kg CO2e of CO2	0.20361
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Unknown	km	kg CO2e of CH4	0.00009
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Unknown	km	kg CO2e of N2O	0.00148
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Plug-in Hybrid Electric Vehicle	km	kg CO2e	0.07471
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Plug-in Hybrid Electric Vehicle	km	kg CO2e of CO2	0.07422
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Plug-in Hybrid Electric Vehicle	km	kg CO2e of CH4	0.00025
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Plug-in Hybrid Electric Vehicle	km	kg CO2e of N2O	0.00024
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Battery Electric Vehicle	km	kg CO2e	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Battery Electric Vehicle	km	kg CO2e of CO2	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Battery Electric Vehicle	km	kg CO2e of CH4	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Battery Electric Vehicle	km	kg CO2e of N2O	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Diesel	miles	kg CO2e	0.32665
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Diesel	miles	kg CO2e of CO2	0.32361
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Diesel	miles	kg CO2e of CH4	0.00001
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Diesel	miles	kg CO2e of N2O	0.00303
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Petrol	miles	kg CO2e	0.33892
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Petrol	miles	kg CO2e of CO2	0.33783
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Petrol	miles	kg CO2e of CH4	0.00051
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Petrol	miles	kg CO2e of N2O	0.00058
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Unknown	miles	kg CO2e	0.33020
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Unknown	miles	kg CO2e of CO2	0.32768
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Unknown	miles	kg CO2e of CH4	0.00014
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Unknown	miles	kg CO2e of N2O	0.00238
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Plug-in Hybrid Electric Vehicle	miles	kg CO2e	0.12023
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Plug-in Hybrid Electric Vehicle	miles	kg CO2e of CO2	0.11945
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Plug-in Hybrid Electric Vehicle	miles	kg CO2e of CH4	0.00040
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Plug-in Hybrid Electric Vehicle	miles	kg CO2e of N2O	0.00038
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Battery Electric Vehicle	miles	kg CO2e	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Battery Electric Vehicle	miles	kg CO2e of CO2	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Battery Electric Vehicle	miles	kg CO2e of CH4	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	Dual purpose 4X4		Battery Electric Vehicle	miles	kg CO2e of N2O	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Diesel	km	kg CO2e	0.17784
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Diesel	km	kg CO2e of CO2	0.17596
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Diesel	km	kg CO2e of CH4	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Diesel	km	kg CO2e of N2O	0.00188
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Petrol	km	kg CO2e	0.19118
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Petrol	km	kg CO2e of CO2	0.19050
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Petrol	km	kg CO2e of CH4	0.00032
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Petrol	km	kg CO2e of N2O	0.00036
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Unknown	km	kg CO2e	0.18146
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Unknown	km	kg CO2e of CO2	0.17989
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Unknown	km	kg CO2e of CH4	0.00009
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Unknown	km	kg CO2e of N2O	0.00148
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Plug-in Hybrid Electric Vehicle	km	kg CO2e	0.05180
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Plug-in Hybrid Electric Vehicle	km	kg CO2e of CO2	0.05147
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Plug-in Hybrid Electric Vehicle	km	kg CO2e of CH4	0.00017
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Plug-in Hybrid Electric Vehicle	km	kg CO2e of N2O	0.00016
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Battery Electric Vehicle	km	kg CO2e	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Battery Electric Vehicle	km	kg CO2e of CO2	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Battery Electric Vehicle	km	kg CO2e of CH4	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Battery Electric Vehicle	km	kg CO2e of N2O	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Diesel	miles	kg CO2e	0.28621
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Diesel	miles	kg CO2e of CO2	0.28317
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Diesel	miles	kg CO2e of CH4	0.00001
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Diesel	miles	kg CO2e of N2O	0.00303
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Petrol	miles	kg CO2e	0.30767
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Petrol	miles	kg CO2e of CO2	0.30658
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Petrol	miles	kg CO2e of CH4	0.00051
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Petrol	miles	kg CO2e of N2O	0.00058
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Unknown	miles	kg CO2e	0.29203
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Unknown	miles	kg CO2e of CO2	0.28951
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Unknown	miles	kg CO2e of CH4	0.00014
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Unknown	miles	kg CO2e of N2O	0.00238
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Plug-in Hybrid Electric Vehicle	miles	kg CO2e	0.08337
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Plug-in Hybrid Electric Vehicle	miles	kg CO2e of CO2	0.08284
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Plug-in Hybrid Electric Vehicle	miles	kg CO2e of CH4	0.00028
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Plug-in Hybrid Electric Vehicle	miles	kg CO2e of N2O	0.00025
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Battery Electric Vehicle	miles	kg CO2e	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Battery Electric Vehicle	miles	kg CO2e of CO2	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Battery Electric Vehicle	miles	kg CO2e of CH4	0.00000
Scope 1	Passenger vehicles	Cars (by market segment)	MPV		Battery Electric Vehicle	miles	kg CO2e of N2O	0.00000
Scope 1	Passenger vehicles	Cars (by size)	Small car		Diesel	km	kg CO2e	0.13989
Scope 1	Passenger vehicles	Cars (by size)	Small car		Diesel	km	kg CO2e of CO2	0.13801
Scope 1	Passenger vehicles	Cars (by size)	Small car		Diesel	km	kg CO2e of CH4	0.00000
Scope 1	Passenger vehicles	Cars (by size)	Small car		Diesel	km	kg CO2e of N2O	0.00188
Scope 1	Passenger vehicles	Cars (by size)	Small car		Petrol	km	kg CO2e	0.14652
Scope 1	Passenger vehicles	Cars (by size)	Small car		Petrol	km	kg CO2e of CO2	0.14584
Scope 1	Passenger vehicles	Cars (by size)	Small car		Petrol	km	kg CO2e of CH4	0.00032
Scope 1	Passenger vehicles	Cars (by size)	Small car		Petrol	km	kg CO2e of N2O	0.00036
Scope 1	Passenger vehicles	Cars (by size)	Small car		Hybrid	km	kg CO2e	0.10332
Scope 1	Passenger vehicles	Cars (by size)	Small car		Hybrid	km	kg CO2e of CO2	0.10224
Scope 1	Passenger vehicles	Cars (by size)	Small car		Hybrid	km	kg CO2e of CH4	0.00021
Scope 1	Passenger vehicles	Cars (by size)	Small car		Hybrid	km	kg CO2e of N2O	0.00087
Scope 1	Passenger vehicles	Cars (by size)	Small car		CNG	km	kg CO2e	
Scope 1	Passenger vehicles	Cars (by size)	Small car		CNG	km	kg CO2e of CO2	
Scope 1	Passenger vehicles	Cars (by size)	Small car		CNG	km	kg CO2e of CH4	
Scope 1	Passenger vehicles	Cars (by size)	Small car		CNG	km	kg CO2e of N2O	
Scope 1	Passenger vehicles	Cars (by size)	Small car		LPG	km	kg CO2e	
Scope 1	Passenger vehicles	Cars (by size)	Small car		LPG	km	kg CO2e of CO2	
Scope 1	Passenger vehicles	Cars (by size)	Small car		LPG	km	kg CO2e of CH4	
Scope 1	Passenger vehicles	Cars (by size)	Small car		LPG	km	kg CO2e of N2O	
Scope 1	Passenger vehicles	Cars (by size)	Small car		Unknown	km	kg CO2e	0.14440
Scope 1	Passenger vehicles	Cars (by size)	Small car		Unknown	km	kg CO2e of CO2	0.14332
Scope 1	Passenger vehicles	Cars (by size)	Small car		Unknown	km	kg CO2e of CH4	0.00021
Scope 1	Passenger vehicles	Cars (by size)	Small car		Unknown	km	kg CO2e of N2O	0.00087
Scope 1	Passenger vehicles	Cars (by size)	Small car		Plug-in Hybrid Electric Vehicle	km	kg CO2e	0.02216
Scope 1	Passenger vehicles	Cars (by size)	Small car		Plug-in Hybrid Electric Vehicle	km	kg CO2e of CO2	0.02202
Scope 1	Passenger vehicles	Cars (by size)	Small car		Plug-in Hybrid Electric Vehicle	km	kg CO2e of CH4	0.00007
Scope 1	Passenger vehicles	Cars (by size)	Small car		Plug-in Hybrid Electric Vehicle	km	kg CO2e of N2O	0.00007
Scope 1	Passenger vehicles	Cars (by size)	Small car		Battery Electric Vehicle	km	kg CO2e	0.00000
